HEALTH CARE	2008	1389739	-0.582880726455	20249.5904033
HEALTH CARE	2009	1419234	0.0587334952348	17116.4958708
HEALTH CARE	2010	1274038	-0.666966104486	21643.696624
HEALTH CARE	2011	1182663	-0.170653721798	17689.6928367
HEALTH CARE	2012	1001473	-0.0189584420362	16302.4969044
HEALTH CARE	2013	997553	-0.129830523675	23217.3553942
HEALTH CARE	2014	894184	-0.0662957454374	30174.1654717
HEALTH CARE	2015	873185	-0.139417628569	31498.9207575
HEALTH CARE	2016	867733	-0.718598339861	20722.0855992
HEALTH CARE	2017	839708	0.145027513328	20098.2935007
HEALTH CARE	2018	901967	0.151180611704	23780.7114691
PUBLIC UTILITIES	2008	1738225	-0.320770086537	4240.77968872
PUBLIC UTILITIES	2009	1750958	0.117603390605	3462.83992711
PUBLIC UTILITIES	2010	1715565	-0.13479942024	11620.6894717
PUBLIC UTILITIES	2011	1756970	-0.303188515172	23801.9245456
PUBLIC UTILITIES	2012	1595313	0.209017025176	23178.9351127
PUBLIC UTILITIES	2013	1366692	-0.218905651967	20655.2467308
PUBLIC UTILITIES	2014	1321471	0.284302152135	19164.087463
PUBLIC UTILITIES	2015	1328636	0.769236104932	25722.9382878
PUBLIC UTILITIES	2016	1333297	-0.0254784606968	32960.7908082
PUBLIC UTILITIES	2017	1146949	-0.330096324513	29435.1023015
PUBLIC UTILITIES	2018	1242742	1.00497999003	12979.3801647
